application_number,family_name,first_name,middle_name,sex,strand,course,general_ability,verbal_aptitude,numerical_aptitude,spatial_aptitude,perceptual_aptitude,manual_dexterity,date_taken
APP-1023,Moore,Patricia,Hope,0,ABM,6.0,32.0,25.0,49.0,46.0,22.0,45.0,2025-01-01
APP-1024,Anderson,Patricia,Scott,0,HUMSS,5.0,37.0,47.0,43.0,23.0,40.0,27.0,2025-01-01
APP-1025,Rodriguez,Sarah,Lee,0,ABM,Bachelor of Science in Business Administration - Marketing Management,47.0,36.0,29.0,50.0,22.0,42.0,2025-01-01
APP-1026,Lopez,Jennifer,Claire,1,STEM,Bachelor of Secondary Education - Science,26.0,44.0,26.0,43.0,48.0,34.0,2025-01-01
APP-1027,Jackson,Charles,Grace,1,STEM,Bachelor of Secondary Education - Social Studies,47.0,46.0,39.0,50.0,27.0,37.0,2025-01-01
APP-1028,Davis,Susan,Mae,0,HUMSS,Bachelor of Science in Business Administration - Financial Management,39.0,22.0,48.0,44.0,25.0,24.0,2025-01-01
APP-1029,Hernandez,Jessica,Grace,1,GAS,Bachelor of Secondary Education - Mathematics,47.0,45.0,28.0,22.0,20.0,44.0,2025-01-01
APP-1030,Thomas,Linda,Jay,0,STEM,4.0,27.0,47.0,44.0,48.0,30.0,27.0,2025-01-01
APP-1001,Taylor,Charles,Alan,1,STEM,7.0,25.0,39.0,28.0,26.0,23.0,44.0,2025-01-01
APP-1002,Brown,Charles,Lee,1,ABM,4.0,39.0,43.0,30.0,49.0,38.0,24.0,2025-01-01
APP-1003,Lopez,Richard,Mae,1,TVL,Bachelor of Secondary Education - Science,35.0,33.0,25.0,23.0,26.0,35.0,2025-01-01
APP-1004,Williams,Robert,Jay,0,GAS,Bachelor of Secondary Education - Filipino,25.0,50.0,38.0,43.0,36.0,26.0,2025-01-01
APP-1005,Wilson,Jennifer,Hope,0,HUMSS,Bachelor of Secondary Education - Filipino,50.0,38.0,46.0,43.0,42.0,35.0,2025-01-01
APP-1006,Garcia,Charles,Mae,1,TVL,7.0,31.0,44.0,34.0,23.0,20.0,20.0,2025-01-01
APP-1007,Thomas,Jennifer,Ray,0,STEM,Bachelor of Secondary Education - Mathematics,20.0,23.0,34.0,29.0,30.0,25.0,2025-01-01
APP-1008,Rodriguez,Karen,Marie,1,STEM,7.0,34.0,26.0,38.0,46.0,34.0,27.0,2025-01-01
APP-1009,Moore,Thomas,Scott,0,ABM,7.0,35.0,27.0,42.0,44.0,39.0,41.0,2025-01-01
APP-1010,Thomas,David,Rose,1,STEM,6.0,48.0,40.0,40.0,21.0,42.0,20.0,2025-01-01
APP-1011,Brown,Thomas,Ivy,0,TVL,Bachelor of Secondary Education - English,42.0,24.0,49.0,44.0,23.0,46.0,2025-01-01
APP-1012,Moore,Jessica,Ann,1,STEM,Bachelor of Secondary Education - Science,26.0,47.0,23.0,41.0,26.0,31.0,2025-01-01
APP-1013,Williams,Mary,Alan,0,STEM,Bachelor of Science in Business Administration - Marketing Management,32.0,20.0,29.0,33.0,38.0,32.0,2025-01-01
APP-1014,Martin,Jessica,Ivy,1,STEM,7.0,24.0,37.0,35.0,36.0,42.0,41.0,2025-01-01
APP-1015,Miller,Thomas,Jay,1,ABM,2.0,47.0,21.0,25.0,41.0,32.0,26.0,2025-01-01
APP-1016,Martin,Michael,Jean,1,GAS,Bachelor of Science in Business Administration - Financial Management,44.0,46.0,41.0,33.0,48.0,36.0,2025-01-01
APP-1017,Wilson,Elizabeth,Claire,0,GAS,Bachelor of Secondary Education - Mathematics,27.0,22.0,30.0,39.0,22.0,31.0,2025-01-01
APP-1018,Lopez,Charles,Jean,0,HUMSS,Bachelor of Science in Business Administration - Marketing Management,40.0,29.0,36.0,34.0,32.0,21.0,2025-01-01
APP-1019,Rodriguez,John,Ann,1,ABM,Bachelor of Secondary Education - Filipino,45.0,33.0,32.0,30.0,28.0,27.0,2025-01-01
APP-1020,Johnson,Sarah,Jay,1,STEM,9.0,34.0,35.0,46.0,28.0,25.0,28.0,2025-01-01
APP-1021,Martin,John,Claire,0,ABM,7.0,26.0,27.0,30.0,41.0,37.0,38.0,2025-01-01
APP-1022,Johnson,Karen,Lee,0,ABM,Bachelor of Science in Public Administration,45.0,42.0,44.0,39.0,24.0,46.0,2025-01-01
APP-1023,Martinez,William,James,0,ABM,6.0,32.0,25.0,49.0,46.0,22.0,45.0,2025-01-01
APP-1024,Thomas,Jennifer,Ivy,0,HUMSS,5.0,37.0,47.0,43.0,23.0,40.0,27.0,2025-01-01
APP-1025,Martin,Joseph,Claire,0,ABM,Bachelor of Science in Business Administration - Marketing Management,47.0,36.0,29.0,50.0,22.0,42.0,2025-01-01
APP-1026,Jones,Susan,Marie,1,STEM,Bachelor of Secondary Education - Science,26.0,44.0,26.0,43.0,48.0,34.0,2025-01-01
APP-1027,Martin,Robert,Marie,1,STEM,Bachelor of Secondary Education - Social Studies,47.0,46.0,39.0,50.0,27.0,37.0,2025-01-01
APP-1028,Smith,Robert,Lee,0,HUMSS,Bachelor of Science in Business Administration - Financial Management,39.0,22.0,48.0,44.0,25.0,24.0,2025-01-01
APP-1029,Smith,Barbara,Jay,1,GAS,Bachelor of Secondary Education - Mathematics,47.0,45.0,28.0,22.0,20.0,44.0,2025-01-01
APP-1030,Williams,Richard,Rose,0,STEM,4.0,27.0,47.0,44.0,48.0,30.0,27.0,2025-01-01
APP-1001,Lopez,Richard,Faith,1,STEM,7.0,25.0,39.0,28.0,26.0,23.0,44.0,2025-01-01
APP-1002,Martin,Robert,Ray,1,ABM,4.0,39.0,43.0,30.0,49.0,38.0,24.0,2025-01-01
APP-1003,Moore,Joseph,Faith,1,TVL,Bachelor of Secondary Education - Science,35.0,33.0,25.0,23.0,26.0,35.0,2025-01-01
APP-1004,Anderson,Thomas,Marie,0,GAS,Bachelor of Secondary Education - Filipino,25.0,50.0,38.0,43.0,36.0,26.0,2025-01-01
APP-1005,Brown,Susan,Jay,0,HUMSS,Bachelor of Secondary Education - Filipino,50.0,38.0,46.0,43.0,42.0,35.0,2025-01-01
APP-1006,Taylor,Charles,Jean,1,TVL,7.0,31.0,44.0,34.0,23.0,20.0,20.0,2025-01-01
APP-1007,Lopez,Patricia,Dean,0,STEM,Bachelor of Secondary Education - Mathematics,20.0,23.0,34.0,29.0,30.0,25.0,2025-01-01
APP-1008,Thomas,Linda,Marie,1,STEM,7.0,34.0,26.0,38.0,46.0,34.0,27.0,2025-01-01
APP-1009,Moore,Richard,Paul,0,ABM,7.0,35.0,27.0,42.0,44.0,39.0,41.0,2025-01-01
APP-1010,Miller,Michael,Mae,1,STEM,6.0,48.0,40.0,40.0,21.0,42.0,20.0,2025-01-01
APP-1011,Wilson,Robert,Ann,0,TVL,Bachelor of Secondary Education - English,42.0,24.0,49.0,44.0,23.0,46.0,2025-01-01
APP-1012,Thomas,Elizabeth,Ann,1,STEM,Bachelor of Secondary Education - Science,26.0,47.0,23.0,41.0,26.0,31.0,2025-01-01
APP-1013,Thomas,John,Paul,0,STEM,Bachelor of Science in Business Administration - Marketing Management,32.0,20.0,29.0,33.0,38.0,32.0,2025-01-01
APP-1014,Jackson,Elizabeth,Jay,1,STEM,7.0,24.0,37.0,35.0,36.0,42.0,41.0,2025-01-01
APP-1015,Thomas,Karen,Paul,1,ABM,2.0,47.0,21.0,25.0,41.0,32.0,26.0,2025-01-01
APP-1016,Williams,Thomas,Ann,1,GAS,Bachelor of Science in Business Administration - Financial Management,44.0,46.0,41.0,33.0,48.0,36.0,2025-01-01
APP-1017,Martin,Barbara,Scott,0,GAS,Bachelor of Secondary Education - Mathematics,27.0,22.0,30.0,39.0,22.0,31.0,2025-01-01
APP-1018,Johnson,Patricia,Hope,0,HUMSS,Bachelor of Science in Business Administration - Marketing Management,40.0,29.0,36.0,34.0,32.0,21.0,2025-01-01
APP-1019,Taylor,William,Alan,1,ABM,Bachelor of Secondary Education - Filipino,45.0,33.0,32.0,30.0,28.0,27.0,2025-01-01
APP-1020,Smith,Barbara,Faith,1,STEM,9.0,34.0,35.0,46.0,28.0,25.0,28.0,2025-01-01
APP-1021,Taylor,Michael,Louise,0,ABM,7.0,26.0,27.0,30.0,41.0,37.0,38.0,2025-01-01
APP-1022,Martinez,David,Faith,0,ABM,Bachelor of Science in Public Administration,45.0,42.0,44.0,39.0,24.0,46.0,2025-01-01
APP-1023,Anderson,Mary,Ivy,0,ABM,6.0,32.0,25.0,49.0,46.0,22.0,45.0,2025-01-01
APP-1024,Anderson,Elizabeth,Ann,0,HUMSS,5.0,37.0,47.0,43.0,23.0,40.0,27.0,2025-01-01
APP-1025,Thomas,Jessica,Mae,0,ABM,Bachelor of Science in Business Administration - Marketing Management,47.0,36.0,29.0,50.0,22.0,42.0,2025-01-01
APP-1026,Taylor,Jennifer,Faith,1,STEM,Bachelor of Secondary Education - Science,26.0,44.0,26.0,43.0,48.0,34.0,2025-01-01
APP-1027,Martin,Mary,Hope,1,STEM,Bachelor of Secondary Education - Social Studies,47.0,46.0,39.0,50.0,27.0,37.0,2025-01-01
APP-1028,Wilson,James,Kate,0,HUMSS,Bachelor of Science in Business Administration - Financial Management,39.0,22.0,48.0,44.0,25.0,24.0,2025-01-01
APP-1029,Wilson,Barbara,Rose,1,GAS,Bachelor of Secondary Education - Mathematics,47.0,45.0,28.0,22.0,20.0,44.0,2025-01-01
APP-1030,Martin,Sarah,Rose,0,STEM,4.0,27.0,47.0,44.0,48.0,30.0,27.0,2025-01-01
APP-1001,Jones,Richard,Lee,1,STEM,7.0,25.0,39.0,28.0,26.0,23.0,44.0,2025-01-01
APP-1002,Jackson,William,Dean,1,ABM,4.0,39.0,43.0,30.0,49.0,38.0,24.0,2025-01-01
APP-1003,Rodriguez,David,Rose,1,TVL,Bachelor of Secondary Education - Science,35.0,33.0,25.0,23.0,26.0,35.0,2025-01-01
APP-1004,Hernandez,David,Louise,0,GAS,Bachelor of Secondary Education - Filipino,25.0,50.0,38.0,43.0,36.0,26.0,2025-01-01
APP-1005,Thomas,David,Kate,0,HUMSS,Bachelor of Secondary Education - Filipino,50.0,38.0,46.0,43.0,42.0,35.0,2025-01-01
APP-1006,Miller,Sarah,Dean,1,TVL,7.0,31.0,44.0,34.0,23.0,20.0,20.0,2025-01-01
APP-1007,Jackson,William,Louise,0,STEM,Bachelor of Secondary Education - Mathematics,20.0,23.0,34.0,29.0,30.0,25.0,2025-01-01
APP-1008,Moore,James,Marie,1,STEM,7.0,34.0,26.0,38.0,46.0,34.0,27.0,2025-01-01
APP-1009,Martin,Elizabeth,Paul,0,ABM,7.0,35.0,27.0,42.0,44.0,39.0,41.0,2025-01-01
APP-1010,Hernandez,David,Grace,1,STEM,6.0,48.0,40.0,40.0,21.0,42.0,20.0,2025-01-01
APP-1011,Taylor,John,Louise,0,TVL,Bachelor of Secondary Education - English,42.0,24.0,49.0,44.0,23.0,46.0,2025-01-01
APP-1012,Brown,Charles,Jay,1,STEM,Bachelor of Secondary Education - Science,26.0,47.0,23.0,41.0,26.0,31.0,2025-01-01
APP-1013,Garcia,Jessica,Alan,0,STEM,Bachelor of Science in Business Administration - Marketing Management,32.0,20.0,29.0,33.0,38.0,32.0,2025-01-01
APP-1014,Gonzalez,Charles,Ann,1,STEM,7.0,24.0,37.0,35.0,36.0,42.0,41.0,2025-01-01
APP-1015,Martin,Charles,Paul,1,ABM,2.0,47.0,21.0,25.0,41.0,32.0,26.0,2025-01-01
APP-1016,Martin,John,Grace,1,GAS,Bachelor of Science in Business Administration - Financial Management,44.0,46.0,41.0,33.0,48.0,36.0,2025-01-01
APP-1017,Martin,Barbara,Marie,0,GAS,Bachelor of Secondary Education - Mathematics,27.0,22.0,30.0,39.0,22.0,31.0,2025-01-01
APP-1018,Davis,Elizabeth,Marie,0,HUMSS,Bachelor of Science in Business Administration - Marketing Management,40.0,29.0,36.0,34.0,32.0,21.0,2025-01-01
APP-1019,Davis,Charles,Alan,1,ABM,Bachelor of Secondary Education - Filipino,45.0,33.0,32.0,30.0,28.0,27.0,2025-01-01
APP-1020,Hernandez,Thomas,Hope,1,STEM,9.0,34.0,35.0,46.0,28.0,25.0,28.0,2025-01-01
APP-1021,Brown,Elizabeth,Dean,0,ABM,7.0,26.0,27.0,30.0,41.0,37.0,38.0,2025-01-01
APP-1022,Martin,Richard,Mae,0,ABM,Bachelor of Science in Public Administration,45.0,42.0,44.0,39.0,24.0,46.0,2025-01-01
APP-1023,Miller,Jennifer,Hope,0,ABM,6.0,32.0,25.0,49.0,46.0,22.0,45.0,2025-01-01
APP-1024,Brown,Thomas,Rose,0,HUMSS,5.0,37.0,47.0,43.0,23.0,40.0,27.0,2025-01-01
APP-1025,Hernandez,Susan,Paul,0,ABM,Bachelor of Science in Business Administration - Marketing Management,47.0,36.0,29.0,50.0,22.0,42.0,2025-01-01
APP-1026,Hernandez,William,Kate,1,STEM,Bachelor of Secondary Education - Science,26.0,44.0,26.0,43.0,48.0,34.0,2025-01-01
APP-1027,Rodriguez,Michael,Ivy,1,STEM,Bachelor of Secondary Education - Social Studies,47.0,46.0,39.0,50.0,27.0,37.0,2025-01-01
APP-1028,Smith,Richard,Marie,0,HUMSS,Bachelor of Science in Business Administration - Financial Management,39.0,22.0,48.0,44.0,25.0,24.0,2025-01-01
APP-1029,Hernandez,Jennifer,Faith,1,GAS,Bachelor of Secondary Education - Mathematics,47.0,45.0,28.0,22.0,20.0,44.0,2025-01-01
APP-1030,Johnson,Richard,Alan,0,STEM,4.0,27.0,47.0,44.0,48.0,30.0,27.0,2025-01-01
APP-1001,Gonzalez,Joseph,Ivy,1,STEM,7.0,25.0,39.0,28.0,26.0,23.0,44.0,2025-01-01
APP-1002,Davis,Jennifer,Scott,1,ABM,4.0,39.0,43.0,30.0,49.0,38.0,24.0,2025-01-01
APP-1003,Davis,Mary,Jay,1,TVL,Bachelor of Secondary Education - Science,35.0,33.0,25.0,23.0,26.0,35.0,2025-01-01
APP-1004,Gonzalez,Sarah,Mae,0,GAS,Bachelor of Secondary Education - Filipino,25.0,50.0,38.0,43.0,36.0,26.0,2025-01-01
APP-1005,Garcia,William,Jay,0,HUMSS,Bachelor of Secondary Education - Filipino,50.0,38.0,46.0,43.0,42.0,35.0,2025-01-01
APP-1006,Brown,Mary,Ann,1,TVL,7.0,31.0,44.0,34.0,23.0,20.0,20.0,2025-01-01
APP-1007,Jones,Richard,Ann,0,STEM,Bachelor of Secondary Education - Mathematics,20.0,23.0,34.0,29.0,30.0,25.0,2025-01-01
APP-1008,Martin,James,Ann,1,STEM,7.0,34.0,26.0,38.0,46.0,34.0,27.0,2025-01-01
APP-1009,Garcia,John,Scott,0,ABM,7.0,35.0,27.0,42.0,44.0,39.0,41.0,2025-01-01
APP-1010,Brown,Karen,Jean,1,STEM,6.0,48.0,40.0,40.0,21.0,42.0,20.0,2025-01-01
APP-1011,Miller,Patricia,Lee,0,TVL,Bachelor of Secondary Education - English,42.0,24.0,49.0,44.0,23.0,46.0,2025-01-01
APP-1012,Anderson,Linda,Jay,1,STEM,Bachelor of Secondary Education - Science,26.0,47.0,23.0,41.0,26.0,31.0,2025-01-01
APP-1013,Miller,Richard,Marie,0,STEM,Bachelor of Science in Business Administration - Marketing Management,32.0,20.0,29.0,33.0,38.0,32.0,2025-01-01
APP-1014,Garcia,John,Dean,1,STEM,7.0,24.0,37.0,35.0,36.0,42.0,41.0,2025-01-01
APP-1015,Taylor,John,Jean,1,ABM,2.0,47.0,21.0,25.0,41.0,32.0,26.0,2025-01-01
APP-1016,Wilson,Richard,Paul,1,GAS,Bachelor of Science in Business Administration - Financial Management,44.0,46.0,41.0,33.0,48.0,36.0,2025-01-01
APP-1017,Thomas,Jessica,Hope,0,GAS,Bachelor of Secondary Education - Mathematics,27.0,22.0,30.0,39.0,22.0,31.0,2025-01-01
APP-1018,Gonzalez,Sarah,Ann,0,HUMSS,Bachelor of Science in Business Administration - Marketing Management,40.0,29.0,36.0,34.0,32.0,21.0,2025-01-01
APP-1019,Williams,James,Jay,1,ABM,Bachelor of Secondary Education - Filipino,45.0,33.0,32.0,30.0,28.0,27.0,2025-01-01
APP-1020,Anderson,Karen,Kate,1,STEM,9.0,34.0,35.0,46.0,28.0,25.0,28.0,2025-01-01
APP-1021,Johnson,Linda,Rose,0,ABM,7.0,26.0,27.0,30.0,41.0,37.0,38.0,2025-01-01
APP-1022,Jones,David,Marie,0,ABM,Bachelor of Science in Public Administration,45.0,42.0,44.0,39.0,24.0,46.0,2025-01-01
APP-1023,Garcia,Karen,James,0,ABM,6.0,32.0,25.0,49.0,46.0,22.0,45.0,2025-01-01
APP-1024,Taylor,David,Grace,0,HUMSS,5.0,37.0,47.0,43.0,23.0,40.0,27.0,2025-01-01
APP-1025,Brown,Joseph,Rose,0,ABM,Bachelor of Science in Business Administration - Marketing Management,47.0,36.0,29.0,50.0,22.0,42.0,2025-01-01
APP-1026,Martinez,James,Hope,1,STEM,Bachelor of Secondary Education - Science,26.0,44.0,26.0,43.0,48.0,34.0,2025-01-01
APP-1027,Anderson,Patricia,Lee,1,STEM,Bachelor of Secondary Education - Social Studies,47.0,46.0,39.0,50.0,27.0,37.0,2025-01-01
APP-1028,Anderson,Michael,Grace,0,HUMSS,Bachelor of Science in Business Administration - Financial Management,39.0,22.0,48.0,44.0,25.0,24.0,2025-01-01
APP-1029,Brown,Thomas,Alan,1,GAS,Bachelor of Secondary Education - Mathematics,47.0,45.0,28.0,22.0,20.0,44.0,2025-01-01
APP-1030,Johnson,Jennifer,Louise,0,STEM,4.0,27.0,47.0,44.0,48.0,30.0,27.0,2025-01-01
APP-1001,Martin,Richard,Louise,1,STEM,7.0,25.0,39.0,28.0,26.0,23.0,44.0,2025-01-01
APP-1002,Williams,Charles,Scott,1,ABM,4.0,39.0,43.0,30.0,49.0,38.0,24.0,2025-01-01
APP-1003,Davis,Susan,Grace,1,TVL,Bachelor of Secondary Education - Science,35.0,33.0,25.0,23.0,26.0,35.0,2025-01-01
APP-1004,Wilson,Karen,Scott,0,GAS,Bachelor of Secondary Education - Filipino,25.0,50.0,38.0,43.0,36.0,26.0,2025-01-01
APP-1005,Moore,Richard,Alan,0,HUMSS,Bachelor of Secondary Education - Filipino,50.0,38.0,46.0,43.0,42.0,35.0,2025-01-01
APP-1006,Martin,Mary,Jay,1,TVL,7.0,31.0,44.0,34.0,23.0,20.0,20.0,2025-01-01
APP-1007,Williams,Michael,James,0,STEM,Bachelor of Secondary Education - Mathematics,20.0,23.0,34.0,29.0,30.0,25.0,2025-01-01
APP-1008,Moore,William,Kate,1,STEM,7.0,34.0,26.0,38.0,46.0,34.0,27.0,2025-01-01
APP-1009,Wilson,Linda,Lee,0,ABM,7.0,35.0,27.0,42.0,44.0,39.0,41.0,2025-01-01
APP-1010,Moore,Linda,Mae,1,STEM,6.0,48.0,40.0,40.0,21.0,42.0,20.0,2025-01-01
APP-1011,Johnson,Patricia,Alan,0,TVL,Bachelor of Secondary Education - English,42.0,24.0,49.0,44.0,23.0,46.0,2025-01-01
APP-1012,Thomas,David,Louise,1,STEM,Bachelor of Secondary Education - Science,26.0,47.0,23.0,41.0,26.0,31.0,2025-01-01
APP-1013,Brown,John,Jean,0,STEM,Bachelor of Science in Business Administration - Marketing Management,32.0,20.0,29.0,33.0,38.0,32.0,2025-01-01
APP-1014,Rodriguez,Jennifer,Dean,1,STEM,7.0,24.0,37.0,35.0,36.0,42.0,41.0,2025-01-01
APP-1015,Williams,Thomas,Ray,1,ABM,2.0,47.0,21.0,25.0,41.0,32.0,26.0,2025-01-01
APP-1016,Smith,Richard,Ivy,1,GAS,Bachelor of Science in Business Administration - Financial Management,44.0,46.0,41.0,33.0,48.0,36.0,2025-01-01
APP-1017,Rodriguez,Jennifer,Claire,0,GAS,Bachelor of Secondary Education - Mathematics,27.0,22.0,30.0,39.0,22.0,31.0,2025-01-01
APP-1018,Anderson,John,Louise,0,HUMSS,Bachelor of Science in Business Administration - Marketing Management,40.0,29.0,36.0,34.0,32.0,21.0,2025-01-01
APP-1019,Thomas,Mary,Mae,1,ABM,Bachelor of Secondary Education - Filipino,45.0,33.0,32.0,30.0,28.0,27.0,2025-01-01
APP-1020,Miller,Richard,Paul,1,STEM,9.0,34.0,35.0,46.0,28.0,25.0,28.0,2025-01-01
APP-1021,Thomas,William,Louise,0,ABM,7.0,26.0,27.0,30.0,41.0,37.0,38.0,2025-01-01
APP-1022,Miller,Susan,Mae,0,ABM,Bachelor of Science in Public Administration,45.0,42.0,44.0,39.0,24.0,46.0,2025-01-01
APP-1023,Johnson,Barbara,Kate,0,ABM,6.0,32.0,25.0,49.0,46.0,22.0,45.0,2025-01-01
APP-1024,Martin,Elizabeth,Jean,0,HUMSS,5.0,37.0,47.0,43.0,23.0,40.0,27.0,2025-01-01
APP-1025,Smith,Robert,Hope,0,ABM,Bachelor of Science in Business Administration - Marketing Management,47.0,36.0,29.0,50.0,22.0,42.0,2025-01-01
APP-1026,Martinez,Robert,Jean,1,STEM,Bachelor of Secondary Education - Science,26.0,44.0,26.0,43.0,48.0,34.0,2025-01-01
APP-1027,Taylor,Charles,Louise,1,STEM,Bachelor of Secondary Education - Social Studies,47.0,46.0,39.0,50.0,27.0,37.0,2025-01-01
APP-1028,Miller,Robert,James,0,HUMSS,Bachelor of Science in Business Administration - Financial Management,39.0,22.0,48.0,44.0,25.0,24.0,2025-01-01
APP-1029,Hernandez,Jennifer,Marie,1,GAS,Bachelor of Secondary Education - Mathematics,47.0,45.0,28.0,22.0,20.0,44.0,2025-01-01
APP-1030,Williams,David,Paul,0,STEM,4.0,27.0,47.0,44.0,48.0,30.0,27.0,2025-01-01
APP-1001,Moore,John,Marie,1,STEM,7.0,25.0,39.0,28.0,26.0,23.0,44.0,2025-01-01
APP-1002,Wilson,John,Faith,1,ABM,4.0,39.0,43.0,30.0,49.0,38.0,24.0,2025-01-01
APP-1003,Taylor,William,Lee,1,TVL,Bachelor of Secondary Education - Science,35.0,33.0,25.0,23.0,26.0,35.0,2025-01-01
APP-1004,Gonzalez,David,Louise,0,GAS,Bachelor of Secondary Education - Filipino,25.0,50.0,38.0,43.0,36.0,26.0,2025-01-01
APP-1005,Rodriguez,Thomas,Jay,0,HUMSS,Bachelor of Secondary Education - Filipino,50.0,38.0,46.0,43.0,42.0,35.0,2025-01-01
APP-1006,Taylor,David,Jay,1,TVL,7.0,31.0,44.0,34.0,23.0,20.0,20.0,2025-01-01
APP-1007,Brown,Thomas,Kate,0,STEM,Bachelor of Secondary Education - Mathematics,20.0,23.0,34.0,29.0,30.0,25.0,2025-01-01
APP-1008,Miller,Robert,Kate,1,STEM,7.0,34.0,26.0,38.0,46.0,34.0,27.0,2025-01-01
APP-1009,Martin,Elizabeth,Paul,0,ABM,7.0,35.0,27.0,42.0,44.0,39.0,41.0,2025-01-01
APP-1010,Jones,William,Grace,1,STEM,6.0,48.0,40.0,40.0,21.0,42.0,20.0,2025-01-01
APP-1011,Brown,Charles,Faith,0,TVL,Bachelor of Secondary Education - English,42.0,24.0,49.0,44.0,23.0,46.0,2025-01-01
APP-1012,Martinez,Thomas,Hope,1,STEM,Bachelor of Secondary Education - Science,26.0,47.0,23.0,41.0,26.0,31.0,2025-01-01
APP-1013,Lopez,John,James,0,STEM,Bachelor of Science in Business Administration - Marketing Management,32.0,20.0,29.0,33.0,38.0,32.0,2025-01-01
APP-1014,Jackson,Thomas,Mae,1,STEM,7.0,24.0,37.0,35.0,36.0,42.0,41.0,2025-01-01
APP-1015,Gonzalez,Sarah,Scott,1,ABM,2.0,47.0,21.0,25.0,41.0,32.0,26.0,2025-01-01
APP-1016,Smith,Sarah,Ivy,1,GAS,Bachelor of Science in Business Administration - Financial Management,44.0,46.0,41.0,33.0,48.0,36.0,2025-01-01
APP-1017,Davis,Thomas,Lee,0,GAS,Bachelor of Secondary Education - Mathematics,27.0,22.0,30.0,39.0,22.0,31.0,2025-01-01
APP-1018,Miller,Charles,Claire,0,HUMSS,Bachelor of Science in Business Administration - Marketing Management,40.0,29.0,36.0,34.0,32.0,21.0,2025-01-01
APP-1019,Martinez,Jennifer,Claire,1,ABM,Bachelor of Secondary Education - Filipino,45.0,33.0,32.0,30.0,28.0,27.0,2025-01-01
APP-1020,Smith,William,Kate,1,STEM,9.0,34.0,35.0,46.0,28.0,25.0,28.0,2025-01-01
APP-1021,Thomas,Thomas,James,0,ABM,7.0,26.0,27.0,30.0,41.0,37.0,38.0,2025-01-01
APP-1022,Martin,Thomas,Rose,0,ABM,Bachelor of Science in Public Administration,45.0,42.0,44.0,39.0,24.0,46.0,2025-01-01
APP-1023,Taylor,Sarah,Jean,0,ABM,6.0,32.0,25.0,49.0,46.0,22.0,45.0,2025-01-01
APP-1024,Moore,Joseph,Rose,0,HUMSS,5.0,37.0,47.0,43.0,23.0,40.0,27.0,2025-01-01
APP-1025,Brown,James,Rose,0,ABM,Bachelor of Science in Business Administration - Marketing Management,47.0,36.0,29.0,50.0,22.0,42.0,2025-01-01
APP-1026,Wilson,Karen,Mae,1,STEM,Bachelor of Secondary Education - Science,26.0,44.0,26.0,43.0,48.0,34.0,2025-01-01
APP-1027,Gonzalez,Jennifer,Ann,1,STEM,Bachelor of Secondary Education - Social Studies,47.0,46.0,39.0,50.0,27.0,37.0,2025-01-01
APP-1028,Lopez,David,Louise,0,HUMSS,Bachelor of Science in Business Administration - Financial Management,39.0,22.0,48.0,44.0,25.0,24.0,2025-01-01
APP-1029,Martin,Richard,Ivy,1,GAS,Bachelor of Secondary Education - Mathematics,47.0,45.0,28.0,22.0,20.0,44.0,2025-01-01
APP-1030,Jackson,William,Lee,0,STEM,4.0,27.0,47.0,44.0,48.0,30.0,27.0,2025-01-01
APP-1001,Taylor,Thomas,Grace,1,STEM,7.0,25.0,39.0,28.0,26.0,23.0,44.0,2025-01-01
APP-1002,Taylor,Elizabeth,Ivy,1,ABM,4.0,39.0,43.0,30.0,49.0,38.0,24.0,2025-01-01
APP-1003,Williams,James,Kate,1,TVL,Bachelor of Secondary Education - Science,35.0,33.0,25.0,23.0,26.0,35.0,2025-01-01
APP-1004,Smith,Richard,Ray,0,GAS,Bachelor of Secondary Education - Filipino,25.0,50.0,38.0,43.0,36.0,26.0,2025-01-01
APP-1005,Gonzalez,David,Faith,0,HUMSS,Bachelor of Secondary Education - Filipino,50.0,38.0,46.0,43.0,42.0,35.0,2025-01-01
APP-1006,Jones,Thomas,Lee,1,TVL,7.0,31.0,44.0,34.0,23.0,20.0,20.0,2025-01-01
APP-1007,Taylor,Karen,Alan,0,STEM,Bachelor of Secondary Education - Mathematics,20.0,23.0,34.0,29.0,30.0,25.0,2025-01-01
APP-1008,Brown,Barbara,Hope,1,STEM,7.0,34.0,26.0,38.0,46.0,34.0,27.0,2025-01-01
APP-1009,Lopez,Charles,Marie,0,ABM,7.0,35.0,27.0,42.0,44.0,39.0,41.0,2025-01-01
APP-1010,Rodriguez,Barbara,Ray,1,STEM,6.0,48.0,40.0,40.0,21.0,42.0,20.0,2025-01-01
APP-1011,Rodriguez,Jessica,Ann,0,TVL,Bachelor of Secondary Education - English,42.0,24.0,49.0,44.0,23.0,46.0,2025-01-01
APP-1012,Moore,Patricia,Scott,1,STEM,Bachelor of Secondary Education - Science,26.0,47.0,23.0,41.0,26.0,31.0,2025-01-01
APP-1013,Jackson,Charles,Rose,0,STEM,Bachelor of Science in Business Administration - Marketing Management,32.0,20.0,29.0,33.0,38.0,32.0,2025-01-01
APP-1014,Smith,John,Claire,1,STEM,7.0,24.0,37.0,35.0,36.0,42.0,41.0,2025-01-01
APP-1015,Taylor,Susan,Rose,1,ABM,2.0,47.0,21.0,25.0,41.0,32.0,26.0,2025-01-01
